HW_ASSIGNED_DATE,HW_DUE_DATE,HW_SCORE_MAX,CLASS_ID,HW_ID
2014-05-29,2014-06-05,10,5,694
2014-06-05,2014-06-12,10,5,695
2014-06-12,2014-06-19,10,5,696
2014-06-19,2014-06-26,10,5,697
2014-06-26,2014-07-03,10,5,698
2014-07-03,2014-07-10,10,5,699
2014-07-10,2014-07-17,10,5,700
2014-07-17,2014-07-24,10,5,701
2014-07-24,2014-07-31,10,5,702
2014-07-31,2014-08-07,10,5,703
2014-08-07,2014-08-14,10,5,704
2014-08-14,2014-08-21,10,5,705
2014-08-21,2014-08-28,10,5,706
2014-08-28,2014-09-04,10,5,707
2014-09-04,2014-09-11,10,5,708
2014-09-11,2014-09-18,10,5,709
2014-09-18,2014-09-25,10,5,710
2014-09-25,2014-10-02,10,5,711
2014-10-02,2014-10-09,10,5,712
2014-10-09,2014-10-16,10,5,713
2014-10-16,2014-10-23,10,5,714
2014-10-23,2014-10-30,10,5,715
2014-10-30,2014-11-06,10,5,716
2014-11-06,2014-11-13,10,5,717
2014-11-13,2014-11-20,10,5,718
2014-11-20,2014-11-27,10,5,719
2014-11-27,2014-12-04,10,5,720
2014-12-04,2014-12-11,10,5,721
2014-12-11,2014-12-18,10,5,722
2014-12-18,2014-12-25,10,5,723
2014-12-25,2015-01-01,10,5,724
2015-01-01,2015-01-08,10,5,725
2015-01-08,2015-01-15,10,5,726
2015-01-15,2015-01-22,10,5,727
2015-01-22,2015-01-29,10,5,728
2015-01-29,2015-02-05,10,5,729
2015-02-05,2015-02-12,10,5,730
2015-02-12,2015-02-19,10,5,731
2015-02-19,2015-02-26,10,5,732
2015-02-26,2015-03-05,10,5,733
2015-03-05,2015-03-12,10,5,734
2015-03-12,2015-03-19,10,5,735
2015-03-19,2015-03-26,10,5,736
2015-03-26,2015-04-02,10,5,737
2015-04-02,2015-04-09,10,5,738
2015-04-09,2015-04-16,10,5,739
2015-04-16,2015-04-23,10,5,740
2015-04-23,2015-04-30,10,5,741
2015-04-30,2015-05-07,10,5,742
2015-05-07,2015-05-14,10,5,743
2015-05-14,2015-05-21,10,5,744
2015-05-21,2015-05-28,10,5,745
2015-05-28,2015-06-04,10,5,746
2015-06-04,2015-06-11,10,5,747
2015-06-11,2015-06-18,10,5,748
2015-06-18,2015-06-25,10,5,749
2015-06-25,2015-07-02,10,5,750
2015-07-02,2015-07-09,10,5,751
2015-07-09,2015-07-16,10,5,752
2015-07-16,2015-07-23,10,5,753
2015-07-23,2015-07-30,10,5,754
2015-07-30,2015-08-06,10,5,755
2013-03-01,2013-03-08,10,6,756
2013-03-08,2013-03-15,10,6,757
2013-03-15,2013-03-22,10,6,758
2013-03-22,2013-03-29,10,6,759
2013-03-29,2013-04-05,10,6,760
2013-04-05,2013-04-12,10,6,761
2013-04-12,2013-04-19,10,6,762
2013-04-19,2013-04-26,10,6,763
2013-04-26,2013-05-03,10,6,764
2013-05-03,2013-05-10,10,6,765
2013-05-10,2013-05-17,10,6,766
2013-05-17,2013-05-24,10,6,767
2013-05-24,2013-05-31,10,6,768
2013-05-31,2013-06-07,10,6,769
2013-06-07,2013-06-14,10,6,770
2013-06-14,2013-06-21,10,6,771
2013-06-21,2013-06-28,10,6,772
2013-06-28,2013-07-05,10,6,773
2013-07-05,2013-07-12,10,6,774
2013-07-12,2013-07-19,10,6,775
2013-07-19,2013-07-26,10,6,776
2013-07-26,2013-08-02,10,6,777
2013-08-02,2013-08-09,10,6,778
2013-08-09,2013-08-16,10,6,779
2013-08-16,2013-08-23,10,6,780
2013-08-23,2013-08-30,10,6,781
2013-08-30,2013-09-06,10,6,782
2013-09-06,2013-09-13,10,6,783
2013-09-13,2013-09-20,10,6,784
2013-09-20,2013-09-27,10,6,785
2013-09-27,2013-10-04,10,6,786
2013-10-04,2013-10-11,10,6,787
2013-10-11,2013-10-18,10,6,788
2013-10-18,2013-10-25,10,6,789
2013-10-25,2013-11-01,10,6,790
2013-11-01,2013-11-08,10,6,791
2013-11-08,2013-11-15,10,6,792
2013-11-15,2013-11-22,10,6,793
2013-11-22,2013-11-29,10,6,794
2013-11-29,2013-12-06,10,6,795
2013-12-06,2013-12-13,10,6,796
2013-12-13,2013-12-20,10,6,797
2013-12-20,2013-12-27,10,6,798
2013-12-27,2014-01-03,10,6,799
2014-01-03,2014-01-10,10,6,800
2014-01-10,2014-01-17,10,6,801
2014-01-17,2014-01-24,10,6,802
2014-01-24,2014-01-31,10,6,803
2014-01-31,2014-02-07,10,6,804
2014-02-07,2014-02-14,10,6,805
2014-02-14,2014-02-21,10,6,806
2014-02-21,2014-02-28,10,6,807
2014-02-28,2014-03-07,10,6,808
2014-03-07,2014-03-14,10,6,809
2014-03-14,2014-03-21,10,6,810
2014-03-21,2014-03-28,10,6,811
2014-03-28,2014-04-04,10,6,812
2014-04-04,2014-04-11,10,6,813
2014-04-11,2014-04-18,10,6,814
2014-04-18,2014-04-25,10,6,815
2014-04-25,2014-05-02,10,6,816
2014-05-02,2014-05-09,10,6,817
2014-05-09,2014-05-16,10,6,818
2014-05-16,2014-05-23,10,6,819
2014-05-23,2014-05-30,10,6,820
2014-05-30,2014-06-06,10,6,821
2014-06-06,2014-06-13,10,6,822
2014-06-13,2014-06-20,10,6,823
2014-06-20,2014-06-27,10,6,824
2014-06-27,2014-07-04,10,6,825
2014-07-04,2014-07-11,10,6,826
2014-07-11,2014-07-18,10,6,827
2014-07-18,2014-07-25,10,6,828
2014-07-25,2014-08-01,10,6,829
2014-08-01,2014-08-08,10,6,830
2014-08-08,2014-08-15,10,6,831
2014-08-15,2014-08-22,10,6,832
2014-08-22,2014-08-29,10,6,833
2014-08-29,2014-09-05,10,6,834
2014-09-05,2014-09-12,10,6,835
2014-09-12,2014-09-19,10,6,836
2014-09-19,2014-09-26,10,6,837
2014-09-26,2014-10-03,10,6,838
2014-10-03,2014-10-10,10,6,839
2014-10-10,2014-10-17,10,6,840
2014-10-17,2014-10-24,10,6,841
2014-10-24,2014-10-31,10,6,842
2014-10-31,2014-11-07,10,6,843
2014-11-07,2014-11-14,10,6,844
2014-11-14,2014-11-21,10,6,845
2014-11-21,2014-11-28,10,6,846
2014-11-28,2014-12-05,10,6,847
2014-12-05,2014-12-12,10,6,848
2014-12-12,2014-12-19,10,6,849
2014-12-19,2014-12-26,10,6,850
2014-12-26,2015-01-02,10,6,851
2015-01-02,2015-01-09,10,6,852
2015-01-09,2015-01-16,10,6,853
2015-01-16,2015-01-23,10,6,854
2015-01-23,2015-01-30,10,6,855
2015-01-30,2015-02-06,10,6,856
2015-02-06,2015-02-13,10,6,857
2015-02-13,2015-02-20,10,6,858
2015-02-20,2015-02-27,10,6,859
2015-02-27,2015-03-06,10,6,860
2015-03-06,2015-03-13,10,6,861
2015-03-13,2015-03-20,10,6,862
2015-03-20,2015-03-27,10,6,863
2015-03-27,2015-04-03,10,6,864
2015-04-03,2015-04-10,10,6,865
2015-04-10,2015-04-17,10,6,866
2015-04-17,2015-04-24,10,6,867
2015-04-24,2015-05-01,10,6,868
2015-05-01,2015-05-08,10,6,869
2015-05-08,2015-05-15,10,6,870
2015-05-15,2015-05-22,10,6,871
2015-05-22,2015-05-29,10,6,872
2015-05-29,2015-06-05,10,6,873
2015-06-05,2015-06-12,10,6,874
2015-06-12,2015-06-19,10,6,875
2015-06-19,2015-06-26,10,6,876
2015-06-26,2015-07-03,10,6,877
2015-07-03,2015-07-10,10,6,878
2015-07-10,2015-07-17,10,6,879
2015-07-17,2015-07-24,10,6,880
2015-07-24,2015-07-31,10,6,881
2015-07-31,2015-08-07,10,6,882
2013-03-01,2013-03-08,10,7,883
2013-03-08,2013-03-15,10,7,884
2013-03-15,2013-03-22,10,7,885
2013-03-22,2013-03-29,10,7,886
2013-03-29,2013-04-05,10,7,887
2013-04-05,2013-04-12,10,7,888
2013-04-12,2013-04-19,10,7,889
2013-04-19,2013-04-26,10,7,890
2013-04-26,2013-05-03,10,7,891
2013-05-03,2013-05-10,10,7,892
2013-05-10,2013-05-17,10,7,893
2013-05-17,2013-05-24,10,7,894
2013-05-24,2013-05-31,10,7,895
2013-05-31,2013-06-07,10,7,896
2013-06-07,2013-06-14,10,7,897
2013-06-14,2013-06-21,10,7,898
2013-06-21,2013-06-28,10,7,899
2013-06-28,2013-07-05,10,7,900
2013-07-05,2013-07-12,10,7,901
2013-07-12,2013-07-19,10,7,902
2013-07-19,2013-07-26,10,7,903
2013-07-26,2013-08-02,10,7,904
2013-08-02,2013-08-09,10,7,905
2013-08-09,2013-08-16,10,7,906
2013-08-16,2013-08-23,10,7,907
2013-08-23,2013-08-30,10,7,908
2013-08-30,2013-09-06,10,7,909
2013-09-06,2013-09-13,10,7,910
2013-09-13,2013-09-20,10,7,911
2013-09-20,2013-09-27,10,7,912
2013-09-27,2013-10-04,10,7,913
2013-10-04,2013-10-11,10,7,914
2013-10-11,2013-10-18,10,7,915
2013-10-18,2013-10-25,10,7,916
2013-10-25,2013-11-01,10,7,917
2013-11-01,2013-11-08,10,7,918
2013-11-08,2013-11-15,10,7,919
2013-11-15,2013-11-22,10,7,920
2013-11-22,2013-11-29,10,7,921
2013-11-29,2013-12-06,10,7,922
2013-12-06,2013-12-13,10,7,923
2013-12-13,2013-12-20,10,7,924
2013-12-20,2013-12-27,10,7,925
2013-12-27,2014-01-03,10,7,926
2014-01-03,2014-01-10,10,7,927
2014-01-10,2014-01-17,10,7,928
2014-01-17,2014-01-24,10,7,929
2014-01-24,2014-01-31,10,7,930
2014-01-31,2014-02-07,10,7,931
2014-02-07,2014-02-14,10,7,932
2014-02-14,2014-02-21,10,7,933
2014-02-21,2014-02-28,10,7,934
2014-02-28,2014-03-07,10,7,935
2014-03-07,2014-03-14,10,7,936
2014-03-14,2014-03-21,10,7,937
2014-03-21,2014-03-28,10,7,938
2014-03-28,2014-04-04,10,7,939
2014-04-04,2014-04-11,10,7,940
2014-04-11,2014-04-18,10,7,941
2014-04-18,2014-04-25,10,7,942
2014-04-25,2014-05-02,10,7,943
2014-05-02,2014-05-09,10,7,944
2014-05-09,2014-05-16,10,7,945
2014-05-16,2014-05-23,10,7,946
2014-05-23,2014-05-30,10,7,947
2014-05-30,2014-06-06,10,7,948
2014-06-06,2014-06-13,10,7,949
2014-06-13,2014-06-20,10,7,950
2014-06-20,2014-06-27,10,7,951
2014-06-27,2014-07-04,10,7,952
2014-07-04,2014-07-11,10,7,953
2014-07-11,2014-07-18,10,7,954
2014-07-18,2014-07-25,10,7,955
2014-07-25,2014-08-01,10,7,956
2014-08-01,2014-08-08,10,7,957
2014-08-08,2014-08-15,10,7,958
2014-08-15,2014-08-22,10,7,959
2014-08-22,2014-08-29,10,7,960
2014-08-29,2014-09-05,10,7,961
2014-09-05,2014-09-12,10,7,962
2014-09-12,2014-09-19,10,7,963
2014-09-19,2014-09-26,10,7,964
2014-09-26,2014-10-03,10,7,965
2014-10-03,2014-10-10,10,7,966
2014-10-10,2014-10-17,10,7,967
2014-10-17,2014-10-24,10,7,968
2014-10-24,2014-10-31,10,7,969
2014-10-31,2014-11-07,10,7,970
2014-11-07,2014-11-14,10,7,971
2014-11-14,2014-11-21,10,7,972
2014-11-21,2014-11-28,10,7,973
2014-11-28,2014-12-05,10,7,974
2014-12-05,2014-12-12,10,7,975
2014-12-12,2014-12-19,10,7,976
2014-12-19,2014-12-26,10,7,977
2014-12-26,2015-01-02,10,7,978
2015-01-02,2015-01-09,10,7,979
2015-01-09,2015-01-16,10,7,980
2015-01-16,2015-01-23,10,7,981
2015-01-23,2015-01-30,10,7,982
2015-01-30,2015-02-06,10,7,983
2015-02-06,2015-02-13,10,7,984
2015-02-13,2015-02-20,10,7,985
2015-02-20,2015-02-27,10,7,986
2015-02-27,2015-03-06,10,7,987
2015-03-06,2015-03-13,10,7,988
2015-03-13,2015-03-20,10,7,989
2015-03-20,2015-03-27,10,7,990
2015-03-27,2015-04-03,10,7,991
2015-04-03,2015-04-10,10,7,992
2015-04-10,2015-04-17,10,7,993
2015-04-17,2015-04-24,10,7,994
2015-04-24,2015-05-01,10,7,995
2015-05-01,2015-05-08,10,7,996
2015-05-08,2015-05-15,10,7,997
2015-05-15,2015-05-22,10,7,998
2015-05-22,2015-05-29,10,7,999
2015-05-29,2015-06-05,10,7,1000
2015-06-05,2015-06-12,10,7,1001
2015-06-12,2015-06-19,10,7,1002
2015-06-19,2015-06-26,10,7,1003
2015-06-26,2015-07-03,10,7,1004
2015-07-03,2015-07-10,10,7,1005
2015-07-10,2015-07-17,10,7,1006
2015-07-17,2015-07-24,10,7,1007
2015-07-24,2015-07-31,10,7,1008
2015-07-31,2015-08-07,10,7,1009
2013-03-01,2013-03-08,10,8,1010
2013-03-08,2013-03-15,10,8,1011
2013-03-15,2013-03-22,10,8,1012
2013-03-22,2013-03-29,10,8,1013
2013-03-29,2013-04-05,10,8,1014
2013-04-05,2013-04-12,10,8,1015
2013-04-12,2013-04-19,10,8,1016
2013-04-19,2013-04-26,10,8,1017
2013-04-26,2013-05-03,10,8,1018
2013-05-03,2013-05-10,10,8,1019
2013-05-10,2013-05-17,10,8,1020
2013-05-17,2013-05-24,10,8,1021
2013-05-24,2013-05-31,10,8,1022
2013-05-31,2013-06-07,10,8,1023
2013-06-07,2013-06-14,10,8,1024
2013-06-14,2013-06-21,10,8,1025
2013-06-21,2013-06-28,10,8,1026
2013-06-28,2013-07-05,10,8,1027
2013-07-05,2013-07-12,10,8,1028
2013-07-12,2013-07-19,10,8,1029
2013-07-19,2013-07-26,10,8,1030
2013-07-26,2013-08-02,10,8,1031
2013-08-02,2013-08-09,10,8,1032
2013-08-09,2013-08-16,10,8,1033
2013-08-16,2013-08-23,10,8,1034
2013-08-23,2013-08-30,10,8,1035
2013-08-30,2013-09-06,10,8,1036
2013-09-06,2013-09-13,10,8,1037
2013-09-13,2013-09-20,10,8,1038
2013-09-20,2013-09-27,10,8,1039
2013-09-27,2013-10-04,10,8,1040
2013-10-04,2013-10-11,10,8,1041
2013-10-11,2013-10-18,10,8,1042
2013-10-18,2013-10-25,10,8,1043
2013-10-25,2013-11-01,10,8,1044
2013-11-01,2013-11-08,10,8,1045
2013-11-08,2013-11-15,10,8,1046
2013-11-15,2013-11-22,10,8,1047
2013-11-22,2013-11-29,10,8,1048
2013-11-29,2013-12-06,10,8,1049
2013-12-06,2013-12-13,10,8,1050
2013-12-13,2013-12-20,10,8,1051
2013-12-20,2013-12-27,10,8,1052
2013-12-27,2014-01-03,10,8,1053
2014-01-03,2014-01-10,10,8,1054
2014-01-10,2014-01-17,10,8,1055
2014-01-17,2014-01-24,10,8,1056
2014-01-24,2014-01-31,10,8,1057
2014-01-31,2014-02-07,10,8,1058
2014-02-07,2014-02-14,10,8,1059
2014-02-14,2014-02-21,10,8,1060
2014-02-21,2014-02-28,10,8,1061
2014-02-28,2014-03-07,10,8,1062
2014-03-07,2014-03-14,10,8,1063
2014-03-14,2014-03-21,10,8,1064
2014-03-21,2014-03-28,10,8,1065
2014-03-28,2014-04-04,10,8,1066
2014-04-04,2014-04-11,10,8,1067
2014-04-11,2014-04-18,10,8,1068
2014-04-18,2014-04-25,10,8,1069
2014-04-25,2014-05-02,10,8,1070
2014-05-02,2014-05-09,10,8,1071
2014-05-09,2014-05-16,10,8,1072
2014-05-16,2014-05-23,10,8,1073
2014-05-23,2014-05-30,10,8,1074
2014-05-30,2014-06-06,10,8,1075
2014-06-06,2014-06-13,10,8,1076
2014-06-13,2014-06-20,10,8,1077
2014-06-20,2014-06-27,10,8,1078
2014-06-27,2014-07-04,10,8,1079
2014-07-04,2014-07-11,10,8,1080
2014-07-11,2014-07-18,10,8,1081
2014-07-18,2014-07-25,10,8,1082
2014-07-25,2014-08-01,10,8,1083
2014-08-01,2014-08-08,10,8,1084
2014-08-08,2014-08-15,10,8,1085
2014-08-15,2014-08-22,10,8,1086
2014-08-22,2014-08-29,10,8,1087
2014-08-29,2014-09-05,10,8,1088
2014-09-05,2014-09-12,10,8,1089
2014-09-12,2014-09-19,10,8,1090
2014-09-19,2014-09-26,10,8,1091
2014-09-26,2014-10-03,10,8,1092
2014-10-03,2014-10-10,10,8,1093
2014-10-10,2014-10-17,10,8,1094
2014-10-17,2014-10-24,10,8,1095
2014-10-24,2014-10-31,10,8,1096
2014-10-31,2014-11-07,10,8,1097
2014-11-07,2014-11-14,10,8,1098
2014-11-14,2014-11-21,10,8,1099
2014-11-21,2014-11-28,10,8,1100
2014-11-28,2014-12-05,10,8,1101
2014-12-05,2014-12-12,10,8,1102
2014-12-12,2014-12-19,10,8,1103
2014-12-19,2014-12-26,10,8,1104
2014-12-26,2015-01-02,10,8,1105
2015-01-02,2015-01-09,10,8,1106
2015-01-09,2015-01-16,10,8,1107
2015-01-16,2015-01-23,10,8,1108
2015-01-23,2015-01-30,10,8,1109
2015-01-30,2015-02-06,10,8,1110
2015-02-06,2015-02-13,10,8,1111
2015-02-13,2015-02-20,10,8,1112
2015-02-20,2015-02-27,10,8,1113
2015-02-27,2015-03-06,10,8,1114
2015-03-06,2015-03-13,10,8,1115
2015-03-13,2015-03-20,10,8,1116
2015-03-20,2015-03-27,10,8,1117
2015-03-27,2015-04-03,10,8,1118
2015-04-03,2015-04-10,10,8,1119
2015-04-10,2015-04-17,10,8,1120
2015-04-17,2015-04-24,10,8,1121
2015-04-24,2015-05-01,10,8,1122
2015-05-01,2015-05-08,10,8,1123
2015-05-08,2015-05-15,10,8,1124
2015-05-15,2015-05-22,10,8,1125
2015-05-22,2015-05-29,10,8,1126
2015-05-29,2015-06-05,10,8,1127
2015-06-05,2015-06-12,10,8,1128
2015-06-12,2015-06-19,10,8,1129
2015-06-19,2015-06-26,10,8,1130
2015-06-26,2015-07-03,10,8,1131
2015-07-03,2015-07-10,10,8,1132
2015-07-10,2015-07-17,10,8,1133
2015-07-17,2015-07-24,10,8,1134
2015-07-24,2015-07-31,10,8,1135
2015-07-31,2015-08-07,10,8,1136
2013-03-02,2013-03-09,10,9,1137
2013-03-09,2013-03-16,10,9,1138
2013-03-16,2013-03-23,10,9,1139
2013-03-23,2013-03-30,10,9,1140
2013-03-30,2013-04-06,10,9,1141
2013-04-06,2013-04-13,10,9,1142
2013-04-13,2013-04-20,10,9,1143
2013-04-20,2013-04-27,10,9,1144
2013-04-27,2013-05-04,10,9,1145
2013-05-04,2013-05-11,10,9,1146
2013-05-11,2013-05-18,10,9,1147
2013-05-18,2013-05-25,10,9,1148
2013-05-25,2013-06-01,10,9,1149
2013-06-01,2013-06-08,10,9,1150
2013-06-08,2013-06-15,10,9,1151
2013-06-15,2013-06-22,10,9,1152
2013-06-22,2013-06-29,10,9,1153
2013-06-29,2013-07-06,10,9,1154
2013-07-06,2013-07-13,10,9,1155
2013-07-13,2013-07-20,10,9,1156
2013-07-20,2013-07-27,10,9,1157
2013-07-27,2013-08-03,10,9,1158
2013-08-03,2013-08-10,10,9,1159
2013-08-10,2013-08-17,10,9,1160
2013-08-17,2013-08-24,10,9,1161
2013-08-24,2013-08-31,10,9,1162
2013-08-31,2013-09-07,10,9,1163
2013-09-07,2013-09-14,10,9,1164
2013-09-14,2013-09-21,10,9,1165
2013-09-21,2013-09-28,10,9,1166
2013-09-28,2013-10-05,10,9,1167
2013-10-05,2013-10-12,10,9,1168
2013-10-12,2013-10-19,10,9,1169
2013-10-19,2013-10-26,10,9,1170
2013-10-26,2013-11-02,10,9,1171
2013-11-02,2013-11-09,10,9,1172
2013-11-09,2013-11-16,10,9,1173
2013-11-16,2013-11-23,10,9,1174
2013-11-23,2013-11-30,10,9,1175
2013-11-30,2013-12-07,10,9,1176
2013-12-07,2013-12-14,10,9,1177
2013-12-14,2013-12-21,10,9,1178
2013-12-21,2013-12-28,10,9,1179
2013-12-28,2014-01-04,10,9,1180
2014-01-04,2014-01-11,10,9,1181
2014-01-11,2014-01-18,10,9,1182
2014-01-18,2014-01-25,10,9,1183
2014-01-25,2014-02-01,10,9,1184
2014-02-01,2014-02-08,10,9,1185
2014-02-08,2014-02-15,10,9,1186
2014-02-15,2014-02-22,10,9,1187
2014-02-22,2014-03-01,10,9,1188
2014-03-01,2014-03-08,10,9,1189
2014-03-08,2014-03-15,10,9,1190
2014-03-15,2014-03-22,10,9,1191
2014-03-22,2014-03-29,10,9,1192
2014-03-29,2014-04-05,10,9,1193
2014-04-05,2014-04-12,10,9,1194
2014-04-12,2014-04-19,10,9,1195
2014-04-19,2014-04-26,10,9,1196
2014-04-26,2014-05-03,10,9,1197
2014-05-03,2014-05-10,10,9,1198
2014-05-10,2014-05-17,10,9,1199
2014-05-17,2014-05-24,10,9,1200
2014-05-24,2014-05-31,10,9,1201
2014-05-31,2014-06-07,10,9,1202
2014-06-07,2014-06-14,10,9,1203
2014-06-14,2014-06-21,10,9,1204
2014-06-21,2014-06-28,10,9,1205
2014-06-28,2014-07-05,10,9,1206
2014-07-05,2014-07-12,10,9,1207
2014-07-12,2014-07-19,10,9,1208
2014-07-19,2014-07-26,10,9,1209
2014-07-26,2014-08-02,10,9,1210
2014-08-02,2014-08-09,10,9,1211
2014-08-09,2014-08-16,10,9,1212
2014-08-16,2014-08-23,10,9,1213
2014-08-23,2014-08-30,10,9,1214
2014-08-30,2014-09-06,10,9,1215
2014-09-06,2014-09-13,10,9,1216
2014-09-13,2014-09-20,10,9,1217
2014-09-20,2014-09-27,10,9,1218
2014-09-27,2014-10-04,10,9,1219
2014-10-04,2014-10-11,10,9,1220
2014-10-11,2014-10-18,10,9,1221
2014-10-18,2014-10-25,10,9,1222
2014-10-25,2014-11-01,10,9,1223
2014-11-01,2014-11-08,10,9,1224
2014-11-08,2014-11-15,10,9,1225
2014-11-15,2014-11-22,10,9,1226
2014-11-22,2014-11-29,10,9,1227
2014-11-29,2014-12-06,10,9,1228
2014-12-06,2014-12-13,10,9,1229
2014-12-13,2014-12-20,10,9,1230
2014-12-20,2014-12-27,10,9,1231
2014-12-27,2015-01-03,10,9,1232
2015-01-03,2015-01-10,10,9,1233
2015-01-10,2015-01-17,10,9,1234
2015-01-17,2015-01-24,10,9,1235
2015-01-24,2015-01-31,10,9,1236
2015-01-31,2015-02-07,10,9,1237
2015-02-07,2015-02-14,10,9,1238
2015-02-14,2015-02-21,10,9,1239
2015-02-21,2015-02-28,10,9,1240
2015-02-28,2015-03-07,10,9,1241
2015-03-07,2015-03-14,10,9,1242
2015-03-14,2015-03-21,10,9,1243
2015-03-21,2015-03-28,10,9,1244
2015-03-28,2015-04-04,10,9,1245
2015-04-04,2015-04-11,10,9,1246
2015-04-11,2015-04-18,10,9,1247
2015-04-18,2015-04-25,10,9,1248
2015-04-25,2015-05-02,10,9,1249
2015-05-02,2015-05-09,10,9,1250
2015-05-09,2015-05-16,10,9,1251
2015-05-16,2015-05-23,10,9,1252
2015-05-23,2015-05-30,10,9,1253
2015-05-30,2015-06-06,10,9,1254
2015-06-06,2015-06-13,10,9,1255
2015-06-13,2015-06-20,10,9,1256
2015-06-20,2015-06-27,10,9,1257
2015-06-27,2015-07-04,10,9,1258
2015-07-04,2015-07-11,10,9,1259
2015-07-11,2015-07-18,10,9,1260
2015-07-18,2015-07-25,10,9,1261
2015-07-25,2015-08-01,10,9,1262
2013-03-02,2013-03-09,10,10,1263
2013-03-09,2013-03-16,10,10,1264
2013-03-16,2013-03-23,10,10,1265
2013-03-23,2013-03-30,10,10,1266
2013-03-30,2013-04-06,10,10,1267
2013-04-06,2013-04-13,10,10,1268
2013-04-13,2013-04-20,10,10,1269
2013-04-20,2013-04-27,10,10,1270
2013-04-27,2013-05-04,10,10,1271
2013-05-04,2013-05-11,10,10,1272
2013-05-11,2013-05-18,10,10,1273
2013-05-18,2013-05-25,10,10,1274
2013-05-25,2013-06-01,10,10,1275
2013-06-01,2013-06-08,10,10,1276
2013-06-08,2013-06-15,10,10,1277
2013-06-15,2013-06-22,10,10,1278
2013-06-22,2013-06-29,10,10,1279
2013-06-29,2013-07-06,10,10,1280
2013-07-06,2013-07-13,10,10,1281
2013-07-13,2013-07-20,10,10,1282
2013-07-20,2013-07-27,10,10,1283
2013-07-27,2013-08-03,10,10,1284
2013-08-03,2013-08-10,10,10,1285
2013-08-10,2013-08-17,10,10,1286
2013-08-17,2013-08-24,10,10,1287
2013-08-24,2013-08-31,10,10,1288
2013-08-31,2013-09-07,10,10,1289
2013-09-07,2013-09-14,10,10,1290
2013-09-14,2013-09-21,10,10,1291
2013-09-21,2013-09-28,10,10,1292
2013-09-28,2013-10-05,10,10,1293
2013-10-05,2013-10-12,10,10,1294
2013-10-12,2013-10-19,10,10,1295
2013-10-19,2013-10-26,10,10,1296
2013-10-26,2013-11-02,10,10,1297
2013-11-02,2013-11-09,10,10,1298
2013-11-09,2013-11-16,10,10,1299
2013-11-16,2013-11-23,10,10,1300
2013-11-23,2013-11-30,10,10,1301
2013-11-30,2013-12-07,10,10,1302
2013-12-07,2013-12-14,10,10,1303
2013-12-14,2013-12-21,10,10,1304
2013-12-21,2013-12-28,10,10,1305
2013-12-28,2014-01-04,10,10,1306
2014-01-04,2014-01-11,10,10,1307
2014-01-11,2014-01-18,10,10,1308
2014-01-18,2014-01-25,10,10,1309
2014-01-25,2014-02-01,10,10,1310
2014-02-01,2014-02-08,10,10,1311
2014-02-08,2014-02-15,10,10,1312
2014-02-15,2014-02-22,10,10,1313
2014-02-22,2014-03-01,10,10,1314
2014-03-01,2014-03-08,10,10,1315
2014-03-08,2014-03-15,10,10,1316
2014-03-15,2014-03-22,10,10,1317
2014-03-22,2014-03-29,10,10,1318
2014-03-29,2014-04-05,10,10,1319
2014-04-05,2014-04-12,10,10,1320
2014-04-12,2014-04-19,10,10,1321
2014-04-19,2014-04-26,10,10,1322
2014-04-26,2014-05-03,10,10,1323
2014-05-03,2014-05-10,10,10,1324
2014-05-10,2014-05-17,10,10,1325
2014-05-17,2014-05-24,10,10,1326
2014-05-24,2014-05-31,10,10,1327
2014-05-31,2014-06-07,10,10,1328
2014-06-07,2014-06-14,10,10,1329
2014-06-14,2014-06-21,10,10,1330
2014-06-21,2014-06-28,10,10,1331
2014-06-28,2014-07-05,10,10,1332
2014-07-05,2014-07-12,10,10,1333
2014-07-12,2014-07-19,10,10,1334
2014-07-19,2014-07-26,10,10,1335
2014-07-26,2014-08-02,10,10,1336
2014-08-02,2014-08-09,10,10,1337
2014-08-09,2014-08-16,10,10,1338
2014-08-16,2014-08-23,10,10,1339
2014-08-23,2014-08-30,10,10,1340
2014-08-30,2014-09-06,10,10,1341
2014-09-06,2014-09-13,10,10,1342
2014-09-13,2014-09-20,10,10,1343
2014-09-20,2014-09-27,10,10,1344
2014-09-27,2014-10-04,10,10,1345
2014-10-04,2014-10-11,10,10,1346
2014-10-11,2014-10-18,10,10,1347
2014-10-18,2014-10-25,10,10,1348
2014-10-25,2014-11-01,10,10,1349
2014-11-01,2014-11-08,10,10,1350
2014-11-08,2014-11-15,10,10,1351
2014-11-15,2014-11-22,10,10,1352
2014-11-22,2014-11-29,10,10,1353
2014-11-29,2014-12-06,10,10,1354
2014-12-06,2014-12-13,10,10,1355
2014-12-13,2014-12-20,10,10,1356
2014-12-20,2014-12-27,10,10,1357
2014-12-27,2015-01-03,10,10,1358
2015-01-03,2015-01-10,10,10,1359
2015-01-10,2015-01-17,10,10,1360
2015-01-17,2015-01-24,10,10,1361
2015-01-24,2015-01-31,10,10,1362
2015-01-31,2015-02-07,10,10,1363
2015-02-07,2015-02-14,10,10,1364
2015-02-14,2015-02-21,10,10,1365
2015-02-21,2015-02-28,10,10,1366
2015-02-28,2015-03-07,10,10,1367
2015-03-07,2015-03-14,10,10,1368
2015-03-14,2015-03-21,10,10,1369
2015-03-21,2015-03-28,10,10,1370
2015-03-28,2015-04-04,10,10,1371
